Platform,Course,TotalStudentSessions,TotalEffortAllStudents(secs),MedPerWeekOneToTwenty,MedPerWeekTwentyoneToSixty,MedPerWeekGreaterSixty
OpenEdX,Engineering/Networking-SP/SelfPaced,68870,96374173,15359,4668,1098
